id,Statement,Image,Web,Category,Date,Label
126,Political donations through Electoral Bonds are 10 times the contributions received by Electoral Trusts,https://factly.in/wp-content/uploads//2020/02/Electoral-Trusts_Featured-Image-702x336.jpg,FACTLY,POLITICS,Feb-20,TRUE
127,"Income of National Parties soars in 2018-19, thanks to Electoral Bonds",https://factly.in/wp-content/uploads//2020/01/Income-of-National-Parties_Featured-Image-702x336.jpg,FACTLY,COVID-19,Jan-20,TRUE
128,"6 years on, NOTA vote share declines. Reserved seats still poll a higher NOTA share",https://factly.in/wp-content/uploads//2020/01/NOTA-vote-share_Featured-Image-702x336.jpg,FACTLY,POLITICS,Jan-20,TRUE
129,Decline in NOTA share continues in Jharkhand Assembly Elections of 2019,https://factly.in/wp-content/uploads//2017/08/Congress-protesting-use-of-NOTA_factly-702x336.jpg,FACTLY,ELECTION,Aug-17,TRUE
130,Only Half the State parties submitted their audit & contribution reports till date,https://factly.in/wp-content/uploads//2019/11/annual-audit-reports-702x336.jpg,FACTLY,POLITICS,Nov-19,TRUE
131,Both the BJP & Congress submit details of Electoral Bond donors after the Supreme CourtÕs due date?,https://factly.in/wp-content/uploads//2019/08/Electoral-Bonds-Donors_Featured-Image-702x336.jpg,FACTLY,VIOLENCE,Aug-19,TRUE
132,"Amidst the debate around ÔOne Nation, One ElectionÕ, here is a look at other Electoral Reform proposals?",https://factly.in/wp-content/uploads//2019/07/Electoral-Reform-proposals__featured-image-702x336.jpg,FACTLY,POLITICS,Jul-19,TRUE
133,"Till date, Electoral bonds worth ? 4715 Crores encashed in New Delhi alone",https://factly.in/wp-content/uploads//2019/07/Electoral-BOnds-May-2019-featured-image-702x336.png,FACTLY,VIOLENCE,Jul-19,TRUE
134,[Infographic] The Story of Electoral Bonds,https://factly.in/wp-content/uploads//2018/01/featured-image_factly2-702x336.jpg,FACTLY,VIOLENCE,Jan-18,TRUE
135,"Even in 2019, greater vote share for NOTA in ÔReserved ConstituenciesÕ",https://factly.in/wp-content/uploads//2019/06/NOTA-in-Reserved-Constituencies_featured-image-702x336.png,FACTLY,GOVERNMENT,Jun-19,TRUE
136,2019 Lok Sabha Elections: NOTA Vote share highest in Bihar,https://factly.in/wp-content/uploads//2017/08/Congress-protesting-use-of-NOTA_factly-702x336.jpg,FACTLY,ELECTION,Aug-17,TRUE
137,[Video] Here is how the Counting of Votes takes place,https://factly.in/wp-content/uploads//2019/05/Counting-of-Votes-702x336.png,FACTLY,ELECTION,May-19,TRUE
138,? 3622 Crores is the amount of Electoral Bonds purchased in March & April 2019?,https://factly.in/wp-content/uploads//2019/05/amount-of-Electoral-Bonds-purchased_featured-image-702x336.jpg,FACTLY,VIOLENCE,May-19,TRUE
139,Data doesnÕt indicate any correlation between use of EVMs & Anti-Incumbency,https://factly.in/wp-content/uploads//2019/01/Featured-image-EVM-Independent-candidate-702x336.jpg,FACTLY,ELECTION,Jan-19,TRUE
140,Why is there no readjustment of Lok Sabha seats after every Census?,https://factly.in/wp-content/uploads//2019/05/readjustment-of-Lok-Sabha-seats_infographic-702x336.jpg,FACTLY,ELECTION,May-19,TRUE
141,How is Security Deployment Plan for Elections made?,https://factly.in/wp-content/uploads//2016/09/Security-Deployment-Plan-for-Elections_factly-702x336.jpg,FACTLY,GOVERNMENT,Sep-16,TRUE
142,Tracking BJPÕs 2014 Manifesto Promises: Health Services -1,https://factly.in/wp-content/uploads//2019/04/BJP%E2%80%99s-2014-Manifesto-Promises_featured-image-702x336.jpg,FACTLY,ELECTION,Apr-19,TRUE
143,Clearing the air on Tendered Votes & other special cases,https://factly.in/wp-content/uploads//2019/04/tendered-votes_featured-image-702x336.jpg,FACTLY,GOVERNMENT,Apr-19,TRUE
144,When 480 candidates contested from Nalgonda,https://factly.in/wp-content/uploads//2015/02/ind_ballotpaper-702x336.png,FACTLY,ELECTION,Feb-15,TRUE
145,Less than 1% NRIs registered as Voters. More than 90% of the registered from Kerala,https://factly.in/wp-content/uploads//2019/03/NRI-Voting-Featured-image-660x336.jpg,FACTLY,VIOLENCE,Mar-19,TRUE
146,2014 Vs 2019: Andhra Pradesh is the only state where the number of Voters has decreased,https://factly.in/wp-content/uploads//2019/03/Number-of-Registered-Voters_featured-image-702x336.jpg,FACTLY,ELECTION,Mar-19,TRUE
147,More than 50% of the Income of National Parties in 2017-18 from ÔUnknown SourcesÕ,https://factly.in/wp-content/uploads//2016/11/income-of-National-Parties-in-India_FACTLY-702x336.jpg,FACTLY,TERROR,Nov-16,TRUE
148,The Diminishing role of ÔIndependent CandidatesÕ in Lok Sabha elections,https://factly.in/wp-content/uploads//2019/01/Featured-image-EVM-Independent-candidate-702x336.jpg,FACTLY,ELECTION,Jan-19,TRUE
149,What is the expenditure incurred for conducting ÔLok SabhaÕ Elections?,https://factly.in/wp-content/uploads//2016/08/Parliament-roundup_factly-702x336.jpg,FACTLY,ELECTION,Aug-16,TRUE
150,The Curious case of NOTA vote in Reserved Constituencies,https://factly.in/wp-content/uploads//2018/12/NOTA-vote-in-Reserved-Constituencies_feat-image_factly-702x336.jpg,FACTLY,GOVERNMENT,Dec-18,TRUE
151,Data suggests that support for NOTA is decreasing,https://factly.in/wp-content/uploads//2017/08/Congress-protesting-use-of-NOTA_factly-702x336.jpg,FACTLY,POLITICS,Aug-17,TRUE
152,"Number of Political parties increased twofold in the last 10 years, crosses the 2000 mark",https://factly.in/wp-content/uploads//2015/03/Political-Parties-in-India-Featured-Image-702x336.jpg,FACTLY,COVID-19,Mar-15,TRUE
153,How many times did a Political Party secure more than 50% of the polled vote?,https://factly.in/wp-content/uploads//2017/12/50-vote-decade-wise-702x336.png,FACTLY,ELECTION,Dec-17,TRUE
154,[Explainer Video] What is the Model Code of Conduct enforced during Elections?,https://factly.in/wp-content/uploads//2018/05/Featured-image-Model-Code-of-Conduct-702x336.png,FACTLY,ELECTION,May-18,TRUE
155,[Video] When do Political Parties get recognized as ÔStateÕ or ÔNationalÕ Party?,https://factly.in/wp-content/uploads//2018/11/Featured-Image-State-or-National-Party-702x336.png,FACTLY,ELECTION,Nov-18,TRUE
156,"What do alphabets ÔEÕ, ÔSÕ, ÔQÕ, ÔRÕ, ÔMÕ on the Electoral Roll indicate?",https://factly.in/wp-content/uploads//2018/10/Accessibility-for-PwDs_infographics-1-702x336.png,FACTLY,ELECTION,Oct-18,TRUE
157,Who stands to benefit from Simultaneous Elections?,https://factly.in/wp-content/uploads//2017/10/Simultaneous-Elections-in-India_factly-702x336.jpg,FACTLY,ELECTION,Oct-17,TRUE
158,Why are Electoral Bonds not available in some cities? Because SBI is yet to update the software,https://factly.in/wp-content/uploads//2018/07/Electoral-Bonds-Sale-Map_1-702x336.jpg,FACTLY,COVID-19,Jul-18,TRUE
159,Are Voters preferring NOTA? Ð Part 1,https://factly.in/wp-content/uploads//2017/08/Congress-protesting-use-of-NOTA_factly-702x336.jpg,FACTLY,POLITICS,Aug-17,TRUE
160,A detailed review of newly launched ÔRTI OnlineÕ portal of Election Commission of India,https://factly.in/wp-content/uploads//2018/06/RTI-ECI-Featured-image.png,FACTLY,ELECTION,Jun-18,TRUE
161,Source of Income in Election affidavit Ð What did some of the prominent candidates in Karnataka mention?,https://factly.in/wp-content/uploads//2018/05/Source-of-Income-in-Election-affidavit_factly-702x336.jpg,FACTLY,ELECTION,May-18,TRUE
162,Fact Check: Amit Shah is wrong. BJP lost only 6 seats with a margin less than NOTA,https://factly.in/wp-content/uploads//2018/05/Amit-Shah-wrong-about-Karnataka-Elections_factly-702x336.jpg,FACTLY,POLITICS,May-18,TRUE
163,The NOTA story of 2018 Karnataka elections,https://factly.in/wp-content/uploads//2017/08/Congress-protesting-use-of-NOTA_factly-702x336.jpg,FACTLY,ELECTION,Aug-17,TRUE
164,Making sense of the Rajya Sabha results (March 2018),https://factly.in/wp-content/uploads//2018/03/ECI-infographic_factly-702x336.jpg,FACTLY,ELECTION,Mar-18,TRUE
165,[Explainer Video] Electoral Bonds & their Impact,https://factly.in/wp-content/uploads//2018/01/featured-image_factly2-702x336.jpg,FACTLY,ELECTION,Jan-18,TRUE
166,The NOTA Story of Gujarat 2017,https://factly.in/wp-content/uploads//2017/08/Congress-protesting-use-of-NOTA_factly-702x336.jpg,FACTLY,TERROR,Aug-17,TRUE
167,"Amidst the tussle between Govt & EC, the Citizen suffers",https://factly.in/wp-content/uploads//2017/11/RTI-Online-portalScreen-Shot-2017-11-04-at-6-702x336.jpg,FACTLY,ELECTION,Nov-17,TRUE
168,Scuttling Transparency? ÊElection Commission does not respond to 2000 ÔRTI OnlineÕ applications,https://factly.in/wp-content/uploads//2017/11/Election-Commission-RTI-Online_factly-702x336.jpg,FACTLY,ELECTION,Nov-17,TRUE
169,How to become an Indian Voter?,https://factly.in/wp-content/uploads//2017/09/become-an-Indian-Voter_factly-702x336.png,FACTLY,ELECTION,Sep-17,TRUE
170,The Math of Rajya Sabha elections,https://factly.in/wp-content/uploads//2017/08/The-Math-of-Rajya-Sabha-elections_factly-702x336.jpg,FACTLY,ELECTION,Aug-17,TRUE
171,Why did the EC reject the votes of Gujarat Congress MLAs?,https://factly.in/wp-content/uploads//2017/08/Shah-Patel.jpg,FACTLY,ELECTION,Aug-17,TRUE
172,"After 20 different elections, Congress party now opposes NOTA in RS elections",https://factly.in/wp-content/uploads//2017/08/Congress-protesting-use-of-NOTA_factly-702x336.jpg,FACTLY,ELECTION,Aug-17,TRUE
173,What is the highest ever vote share of the Winner in the Presidential Election?,https://factly.in/wp-content/uploads//2017/07/Presidential-Election-vote-share_factly-702x336.jpg,FACTLY,POLITICS,Jul-17,TRUE
174,A DummyÕs Guide to the Vice-PresidentÕs Election,https://factly.in/wp-content/uploads//2017/07/Vice-President%E2%80%99s-Election_factly-702x336.jpg,FACTLY,ELECTION,Jul-17,TRUE
175,A DummyÕs Guide to the President of IndiaÕs election,https://factly.in/wp-content/uploads//2015/06/president-of-india.jpg,FACTLY,ELECTION,Jun-15,TRUE
176,What is the lowest ever voting percentage in an election in Jammu & Kashmir?,https://factly.in/wp-content/uploads//2017/04/Jammu-Kashmir-elections-factly-702x336.jpg,FACTLY,ELECTION,Apr-17,TRUE
177,Are you an Overseas Indian willing to Vote in Indian Elections? Here is something for you,https://factly.in/wp-content/uploads//2016/11/NRI-Voting-Survey-e1478318155859-702x336.png,FACTLY,TERROR,Nov-16,TRUE
178,A quarter of the seats in Tamil Nadu were won with a margin of less than 3%,https://factly.in/wp-content/uploads//2016/05/Tamilnadu-Assembly-Elections-2016-factly.in_-702x336.jpg,FACTLY,ELECTION,May-16,TRUE
179,Who is in power 2011 Ð 2016?,https://factly.in/wp-content/uploads//2016/05/Who-is-in-Power_factly.in_-702x336.jpg,FACTLY,POLITICS,May-16,TRUE
180,Did NOTA make an impact in the five states?,https://factly.in/wp-content/uploads//2016/05/NOTA-vote-share-in-Assembly-2016-Elections-in-India-factly.in_-702x336.jpg,FACTLY,ELECTION,May-16,TRUE
181,These 69 seats may well decide the fate of Tamil Nadu elections,https://factly.in/wp-content/uploads//2016/05/2016-Tamil-Nadu-elections_factly.in_-702x336.jpg,FACTLY,ELECTION,May-16,TRUE
182,The curious case of Sambhaji Lakshman Patil Ð How the law is helping him hold two positions (that of a MLA & a Councilor),https://factly.in/wp-content/uploads//2016/01/Sambhaji-Lakshman-Patil-MLA-and-Councilor-of-City-of-Belagavi-featured-image-Factly.in_.jpg,FACTLY,VIOLENCE,Jan-16,TRUE
183,Here is how the members of the Legislative Council (Vidhan Parishad) in states are elected,https://factly.in/wp-content/uploads//2016/01/Legislative-Council-Vidhan-Parishad-featured-image-Factly.jpg,FACTLY,ELECTION,Jan-16,TRUE
184,NOTA count more than the Margin of Victory in 21 constituencies of Bihar,https://factly.in/wp-content/uploads//2015/11/NOTA-Percentages-in-Bihar-Assembly-Elections-2015-Featured-Image-Factly.png,FACTLY,POLITICS,Nov-15,TRUE
185,Statistical Highlights of the Bihar 2015 Assembly Elections Ð Part 1,https://factly.in/wp-content/uploads//2015/11/Bihar-2015-Assembly-Elections-Featured-Image-Factly.jpg,FACTLY,ELECTION,Nov-15,TRUE
186,The Election Commission Suspends Voter ID Ð Aadhaar Seeding following the Supreme Court Order,https://factly.in/wp-content/uploads//2015/05/Linking-voter-id-with-Aadhar-Featured-Image.png,FACTLY,VIOLENCE,May-15,TRUE
187,Linking your Voter ID with Aadhaar is not mandatory & your name will not be deleted from the Voter List,https://factly.in/wp-content/uploads//2015/05/Linking-voter-id-with-Aadhar-Featured-Image.png,FACTLY,VIOLENCE,May-15,TRUE
188,The Financial Reporting of our Political Parties is as good as Nothing,https://factly.in/wp-content/uploads//2015/03/The-Financial-Reporting-Indian-Political-Parties-702x336.jpg,FACTLY,ELECTION,Mar-15,TRUE
189,Number of Political Parties in India growing Faster than the Economy,https://factly.in/wp-content/uploads//2015/03/Political-Parties-in-India-Featured-Image-702x336.jpg,FACTLY,POLITICS,Mar-15,TRUE
190,AAPÕs Thumping Victory in Numbers Ð Analysis of Delhi Assembly Elections 2015 Results,https://factly.in/wp-content/uploads//2015/02/10903850_648595895240174_5127388545317718785_o-702x336.jpg,FACTLY,ELECTION,Feb-15,TRUE
191,"Protests Against Farm Laws: Day after he asked farmers to burn PM‰Ûªs effigy, Chaduni booked for ‰Û÷promoting enmity‰Ûª","https://images.indianexpress.com/2020/09/Gurnam-Singh-Chaduni-BKU.jpg?resize=450,250",INDIANEXPRESS,GOVERNMENT,Sep-20,TRUE
192,Himachal to resume interstate bus service from today,"https://images.indianexpress.com/2020/10/himachal-bus.jpg?resize=450,250",INDIANEXPRESS,GOVERNMENT,Oct-20,TRUE
193,Railways to operate 392 festival special trains from October 20 to November 30,"https://images.indianexpress.com/2020/06/indian-railways-1200.jpg?resize=450,250",INDIANEXPRESS,GOVERNMENT,Jun-20,TRUE
194,"As soyabean price inches closer to MSP, farmers follow ‰Û÷wait & watch‰Ûª policy to offload their product","https://images.indianexpress.com/2020/01/soyabean-1200.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Jan-20,TRUE
195,"Show cause notices for closure issued to Flipkart, Patanjali over PWM Rules, CPCB tells NGT","https://images.indianexpress.com/2020/10/flipkart-patanjali.jpg?resize=450,250",INDIANEXPRESS,VIOLENCE,Oct-20,TRUE
196,"Three Dalit sisters, all minors, attacked with acid in Uttar Pradesh","https://images.indianexpress.com/2020/10/up-police-3.jpg?resize=450,250",INDIANEXPRESS,GOVERNMENT,Oct-20,TRUE
197,Aarogya Setu app helped identify Covid-19 clusters: WHO,"https://images.indianexpress.com/2020/04/Tedros-759.jpg?resize=450,250",INDIANEXPRESS,COVID-19,Apr-20,TRUE
198,Congress leader files counter-complaint against woman party worker over Deoria meeting ruckus,"https://images.indianexpress.com/2020/10/cong-worker.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Oct-20,TRUE
199,Rajya Sabha polls to fill 11 vacancies on November 9,"https://images.indianexpress.com/2020/03/rajya-sabha-1200.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Mar-20,TRUE
200,Disturbed Areas Act amendment in Gujarat gets Presidential assent: Pradeepsinh Jadeja,"https://images.indianexpress.com/2020/10/Pradeepsinh-Jadeja.jpg?resize=450,250",INDIANEXPRESS,POLITICS,Oct-20,TRUE
201,"14 Days after giving birth, Ghaziabad‰Ûªs officer for Covid returns to office, with newborn in tow","https://images.indianexpress.com/2020/10/ghaziabad-covid-officer.jpg?resize=450,250",INDIANEXPRESS,VIOLENCE,Oct-20,TRUE
202,J&K cops: Three school teachers held under PSA,"https://images.indianexpress.com/2020/10/kashmir-police.jpg?resize=450,250",INDIANEXPRESS,GOVERNMENT,Oct-20,TRUE
203,Gujarat: BJP candidate Jitu Chaudhary files nomination,"https://images.indianexpress.com/2020/10/express-photo-38.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Oct-20,TRUE
204,"Hathras case: UP govt being ‰Û÷unethical‰Ûª, not doing its job, say Congress leaders Rahul, Priyanka Gandhi","https://images.indianexpress.com/2020/10/RahulGandhi-Priyanka.jpg?resize=450,254",INDIANEXPRESS,ELECTION,Oct-20,TRUE
205,"Bollywood producers move court, name two news channels making ‰Û÷irresponsible, defamatory remarks‰Ûª","https://images.indianexpress.com/2020/10/channels.jpg?resize=450,250",INDIANEXPRESS,VIOLENCE,Oct-20,TRUE
206,Hathras victim‰Ûªs family appear before HC; next hearing on November 2,"https://images.indianexpress.com/2020/10/police-hathras-1.jpg?resize=450,250",INDIANEXPRESS,VIOLENCE,Oct-20,TRUE
207,Jammu: 3-time Congress MLA Mohammad Sharief Niaz passes away,"https://images.indianexpress.com/2020/10/niaz-1200.jpeg?resize=450,250",INDIANEXPRESS,ELECTION,Oct-20,TRUE
208,PM Modi to address people of Bengal on Durga Puja: Kailash Vijayvargiya,"https://images.indianexpress.com/2020/09/PMModi.jpg?resize=450,250",INDIANEXPRESS,POLITICS,Sep-20,TRUE
209,"After AIADMK, DMK blows Tamil Nadu poll bugle, announces manifesto panel","https://images.indianexpress.com/2020/10/stalin.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Oct-20,TRUE
210,"Arrested on way to Hathras: Driver among 4 booked for sedition, family says he did not know the others","https://images.indianexpress.com/2020/10/up-police-2.jpg?resize=450,250",INDIANEXPRESS,VIOLENCE,Oct-20,TRUE
211,"Property cards launched; will end disputes, says PM Modi","https://images.indianexpress.com/2020/10/Modi-2.jpg?resize=450,250",INDIANEXPRESS,TERROR,Oct-20,TRUE
212,Five Congress turncoats in BJP‰Ûªs list for Assembly bypolls in Gujarat,"https://images.indianexpress.com/2020/10/express-photo-32.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Oct-20,TRUE
213,Active Covid cases over 30K in Bengal as recovery rate takes a hit,"https://images.indianexpress.com/2020/07/ppe-1200.jpg?resize=450,250",INDIANEXPRESS,COVID-19,Jul-20,TRUE
