Statement,Label
parliament session day lac row dominates proceedings banking regulation amendment bill passed,1
kerala lottery today results announced first prize is worth rs lakh,1
punjab mps supporting farm bills to be barred from villages,1
women borrowers in punjab close ranks to demand loan waiver from micro finance cos,1
congress s new punjab affairs incharge meets capt jakhar miffed party mps,1
madhya pradesh congress removes mohan aggarwal for role in pds scam,1
indian immunologicals in talks to manufacture russia s sputnik v lot of parameters to consider,1
ex facebook staffer says sophisticated network operated to influence delhi polls,1
customs refuses to allow consignments to be sent abroad exporters in a fix,1
nia arrests key accused in vizag espionage case from gujarat,1
karnataka moves to amend fiscal act to facilitate borrowing of up to of gspd,1
sgpc task force rough up protesters outside its office punjab minister terms it heinous crime,1
covid reinfection very rare not a matter of concern icmr dg,1
absolutely no shortage of medical oxygen at national level health secretary,1
over cases against lawmakers under special laws pending in different states sc told,1
ordinances not discussed even once after punjab was made member of committee amarinder singh,1
haryana farmers refuse to pause dharnas talks with centre today,1
india against corruption movement aap propped by rss bjp to bring down upa govt rahul,1
drugs case ncb arrests two more held so far,1
parliament monsoon session on day pandemic issues prevail in proceedings,1
rape convict teacher taken to cbi office in gandhinagar,1
cloth grain markets join rajkot jewellers in voluntary lockdown,1
air rail road travellers entering rajkot city to be randomly tested,1
nda candidate harivansh re elected as rajya sabha deputy chairman,1
rajnath singh likely to make statement in parliament on sino india issue,1
won t dismantle encroachment without decision taken jointly with urban development ministry delhi govt railways,1
parliament session day harsh vardhan speaks on covid situation govt introduces three farm sector bills,1
kerala to experiment with water taxis from october first one in alappuzha s backwaters,1
around mps test positive for covid so far sources,1
express investigation was modi govt aware of chinese surveillance asks congress,1
kerala lottery today results announced first prize is rs lakh,1
our values don t recognise same sex marriage centre tells delhi hc,1
kangana ranaut says she s leaving mumbai calls her pok analogy bang on,1
hope parliament sends message that country stands behind soldiers guarding borders pm modi,1
mahoba businessman dies suspended sp to face murder charge,1
up expressways will provide faster road connectivity to delhi benefit north india,1
bjp campaign in kangana s support triggers speculation on kin s shifting allegiances,1
only people will eat restaurant food in next days mostly home delivered survey,1
when i got mail from the heights of kargil,1
pm modi pats nitish kumar for good governance takes dig at lalu prasad,1
fearing shortage of medical oxygen punjab appoints nodal officers across districts to monitor supply,1
will go to sc again no need to protest maharashtra cm on maratha quota row,1
crpf jawan kills wife before shooting himself in jammu,1
ibe at gift city ifsca signs mou with india gold policy centre at iim a,1
taliban at afghan deal table delhi signals shift attends doha meeting,1
with new covid cases gujarat tally crosses lakh death toll at,1
judges are seen as soft targets victims of juicy gossip justice ramana,1
rural distress looms dip in crop prices remittances rising covid cases,1
maratha kranti morcha delegation meets governor,1
pm modi returning migrants helped cut time taken to build pmay houses,1
centre discusses plans to distribute covid vaccine,1
bihar elections nadda meets nitish kicks off discussions on seat sharing,1
chhattisgarh man mauled to death by bears in surajpur district,1
waiting period over hour approaching for announcing political solution naga groups,1
civic body s objections ignored to push work to carve out illegal colony in hoshiarpur,1
bihar polls jp nadda nitish kumar hold talks on seat sharing feud with chirag paswan,1
no sand mining within km of national highways half km of state highways in punjab hc,1
truck with over kg pistachios robbed in kutch,1
gold smuggling case ed questions kerala minister oppn demands his resignation,1
house panel bats for virtual courts even after pandemic,1
delhi hc says no to stay on broadcast of sudarshan programme,1
congress organisational reshuffle give some take some sonia gandhi leaves both sides satisfied,1
step to gain trust j k l g launches grievance redressal portal,1
bihar elections stand firmly with chirag s decisions says ram vilas paswan,1
maratha reservation ag says stepped aside on demand from groups after former govt lawyer accuses him of no show in courts,1
to corner bjp tmc to hit the streets over gst dues,1
medical equipment purchase scam three member inquiry panel eyewash order judicial probe dhankhar,1
rajasthan govt plans austerity measures in wake of revenue shortage,1
will write to up cm request for my job back kafeel khan,1
senior scientists question device that claims to kill coronavirus in closed spaces,1
find solutions to problems being faced by youth rahul to govt,1
senior lawyer designation sc agrees to hear plea for implementation of verdict and guidelines,1
